Y,V_1,V_2,V_3,V_4,V_5,V_6,V_7,V_8,V_9,V_10,V_11,V_12,V_13,V_14
4,4,1,1,0,8,1,1,2,5,3,2,2,1,2
3,6,1,2,0,7,1,1,1,6,2,2,2,1,C
4,5,1,1,0,1,1,1,2,4,3,2,1,3,A
4,3,1,1,0,1,1,1,1,5,2,2,2,1,V
3,8,2,2,2,4,2,1,1,6,2,2,1,1,E
2,8,2,1,0,1,2,1,1,1,5,3,1,1,X
3,3,0,1,0,1,2,2,5,2,1,2,2,3,I
1,8,2,4,0,6,2,1,1,6,5,3,1,1,X
4,4,0,1,0,1,1,2,4,6,3,2,1,3,P
1,8,1,2,1,4,1,1,1,6,4,2,1,1,S
5,6,1,2,0,7,1,1,2,4,3,1,2,1,5
4,8,1,2,3,5,1,2,2,3,2,2,1,3,C
4,8,2,2,4,5,1,1,1,4,5,5,1,1,W
4,5,1,1,0,1,1,2,3,4,3,1,1,1,5
3,6,1,1,0,1,1,1,4,5,2,2,1,1,M
1,6,2,2,0,7,2,1,1,6,2,2,2,1,E
3,8,1,1,0,1,2,2,2,1,5,3,1,1,X
3,6,0,1,0,1,1,2,4,3,3,2,1,1,2
4,8,2,2,0,7,1,2,3,1,4,2,1,1,Y
4,4,1,1,1,3,1,2,2,3,4,3,1,1,H
2,8,2,2,0,2,2,1,1,1,2,2,1,1,C
3,4,1,1,0,8,1,2,4,4,2,2,2,3,C
4,4,1,1,0,1,1,2,4,3,4,2,1,3,Y
4,7,2,2,1,4,1,2,3,4,1,4,1,3,6
4,7,1,1,0,1,1,2,4,6,3,2,1,3,P
3,8,2,2,1,4,1,1,2,6,2,2,1,1,V
3,5,1,1,0,1,1,1,2,6,3,2,1,1,B
4,6,1,2,0,2,1,1,3,6,4,4,1,3,3
4,7,1,2,2,4,1,2,4,1,3,2,1,3,B
3,8,1,3,3,5,1,2,4,1,3,2,1,1,P
4,4,1,1,0,8,1,1,5,2,2,2,2,1,V
3,8,2,2,0,2,2,1,1,6,4,4,1,1,3
3,7,1,2,0,7,1,1,4,5,2,2,2,1,1
4,4,1,1,0,8,1,1,2,5,3,2,2,1,2
3,6,1,1,2,3,1,1,3,6,3,2,1,3,P
3,8,2,3,1,5,1,1,2,6,3,1,1,1,O
4,8,2,2,0,2,2,1,1,2,3,2,1,3,2
3,8,1,2,1,4,1,1,2,5,2,2,1,1,V
5,4,1,1,0,8,1,2,3,4,3,2,2,1,2
3,6,1,1,0,1,1,2,4,1,3,2,1,3,P
4,7,1,1,2,3,1,1,2,3,3,1,1,1,O
3,2,1,2,0,7,1,1,3,3,3,2,2,1,2
3,8,2,2,1,4,2,1,1,6,5,3,1,1,X
3,4,2,2,0,2,1,2,3,4,2,2,2,3,V
4,8,1,2,0,7,1,2,7,1,2,2,2,1,M
4,8,2,2,0,2,1,1,3,3,1,2,1,1,I
3,8,2,2,0,2,1,1,1,6,4,2,1,1,S
4,7,2,2,0,7,1,1,2,2,1,1,1,1,L
4,6,1,2,0,2,1,1,2,3,3,1,1,1,O
3,8,2,4,0,6,1,2,3,4,2,2,1,1,V
4,5,2,2,0,2,1,2,2,2,2,2,1,1,1
4,8,1,3,0,6,1,2,2,3,3,1,1,3,O
4,3,1,1,0,8,1,2,5,3,3,2,2,3,P
3,7,1,2,0,7,1,1,3,1,3,2,2,1,P
3,6,1,1,0,1,1,2,3,4,4,3,1,1,H
5,3,0,1,0,1,1,2,4,1,4,3,1,3,H
3,2,0,1,1,3,1,2,6,4,3,2,2,3,P
4,4,0,1,0,8,1,2,3,4,3,1,2,3,5
3,7,2,2,1,4,1,2,5,2,4,2,1,1,Y
4,4,0,1,0,1,1,2,4,6,3,2,1,3,P
4,5,1,1,0,8,1,1,1,5,3,2,1,1,2
4,8,1,1,0,1,1,2,5,3,2,1,1,3,4
4,1,1,3,0,6,1,1,2,6,2,2,2,3,M
4,8,2,2,0,7,2,1,1,5,5,3,1,1,X
2,7,1,3,0,2,1,1,2,4,2,3,1,1,D
3,1,2,3,0,6,1,2,5,1,3,1,2,3,O
3,8,2,3,0,6,1,1,1,5,3,2,1,1,B
3,5,0,1,0,1,1,1,6,6,2,2,1,1,M
4,4,1,1,0,1,1,2,5,2,2,1,1,3,4
3,1,1,2,0,7,1,1,2,3,3,3,2,1,G
4,5,1,2,4,5,1,1,5,4,3,1,1,3,N
4,4,1,1,0,1,1,2,3,1,3,1,1,1,5
4,5,1,1,0,1,2,2,4,5,5,3,2,3,X
5,8,1,2,0,7,1,1,2,2,2,2,1,1,M
4,3,1,1,0,8,1,1,2,3,3,2,2,1,2
4,7,2,2,0,7,2,1,1,6,3,3,2,1,G
4,8,2,2,2,4,1,1,2,6,3,2,1,1,B
3,5,1,1,0,8,2,2,5,1,3,3,2,1,G
4,4,1,1,0,8,1,2,4,6,2,2,2,1,V
4,5,1,1,0,1,1,2,3,3,3,3,1,1,Q
4,7,1,1,0,1,1,2,4,3,2,2,1,1,M
4,8,2,2,0,1,1,1,4,1,3,3,1,1,Q
3,5,1,2,0,7,1,2,2,5,2,2,2,3,M
4,4,1,1,0,1,1,2,4,1,3,2,1,1,P
4,7,1,1,0,1,1,2,4,3,2,2,1,1,M
1,6,2,2,0,2,1,1,2,3,4,2,1,1,Y
4,8,2,3,0,6,1,1,2,4,2,1,1,1,J
3,4,1,1,0,8,1,2,3,6,2,4,2,1,K
4,7,1,2,0,7,1,2,3,4,3,3,1,1,Q
4,8,1,4,0,6,1,1,1,6,3,1,1,3,O
4,2,1,1,0,8,1,1,3,1,3,2,2,1,A
5,4,1,3,0,6,1,2,3,4,1,1,2,3,U
3,8,1,2,0,2,2,2,3,1,2,2,1,1,E
1,7,1,1,2,3,1,1,1,1,3,2,1,1,2
3,5,1,2,0,7,1,1,2,4,3,2,1,1,2
4,8,2,2,0,2,2,1,3,5,2,2,1,1,E
4,7,1,2,2,4,1,2,4,1,3,2,1,3,B
4,3,1,1,0,8,2,1,1,4,1,3,2,3,Z
3,8,2,2,1,4,1,1,3,4,3,1,1,1,5
3,8,2,3,0,6,2,1,2,1,5,3,1,1,X
2,8,2,2,2,4,1,1,1,1,5,3,1,1,X
4,5,1,2,0,2,1,1,1,4,3,1,1,1,N
3,8,2,2,0,2,1,1,1,4,3,2,1,1,F
4,6,1,1,0,8,1,1,1,4,2,1,2,1,4
3,2,1,1,0,8,1,1,1,2,3,3,2,1,Q
4,6,1,2,1,4,1,2,3,4,4,2,1,1,Y
4,4,1,1,2,3,1,2,3,2,3,1,1,3,N
4,2,1,1,0,8,1,1,3,4,3,2,2,1,A
4,7,2,2,0,7,2,1,1,5,3,3,1,1,G
3,7,2,2,0,1,1,1,1,4,1,3,1,1,Z
4,8,2,2,1,4,1,1,1,6,4,2,1,1,S
3,7,1,1,0,1,1,2,3,4,1,4,1,3,6
4,8,2,2,0,2,1,1,3,3,1,2,1,1,I
4,3,0,1,0,1,1,2,4,4,2,1,2,3,4
4,5,1,1,0,8,1,1,2,3,2,2,2,1,M
4,3,0,1,0,1,1,2,4,1,3,2,2,1,P
4,5,1,2,0,7,1,1,5,2,3,1,2,1,5
4,4,0,1,0,1,1,2,4,1,3,2,1,3,P
3,8,1,2,0,2,2,1,1,4,2,4,1,1,K
4,3,0,1,0,1,1,2,4,1,3,2,2,1,P
3,8,1,2,0,2,1,1,2,2,3,3,1,1,G
1,8,1,1,0,1,1,1,1,2,3,2,1,1,A
4,5,2,2,0,7,1,1,3,4,2,2,2,1,M
4,8,2,4,0,6,1,1,1,5,4,2,1,1,S
4,8,2,2,2,4,1,1,2,6,3,2,1,1,B
3,7,2,2,1,4,1,1,1,5,3,1,1,1,O
3,8,1,2,0,7,2,1,1,1,4,2,2,1,S
4,7,0,1,0,1,1,2,4,4,2,2,1,3,V
5,5,0,2,0,2,1,1,4,1,2,2,1,1,M
4,7,2,2,3,5,2,1,2,1,2,2,1,1,T
4,4,1,1,0,8,1,2,3,5,4,3,2,3,H
3,4,1,3,0,6,1,2,5,2,4,3,1,3,H
4,8,2,2,0,7,1,1,1,5,3,2,1,1,A
3,8,2,2,0,2,2,1,1,6,4,2,1,1,Y
4,3,1,1,0,1,1,2,3,1,2,2,2,1,E
3,6,1,2,0,7,1,2,3,3,4,2,1,3,S
4,5,1,1,0,1,1,2,4,1,2,2,1,1,M
4,6,1,1,0,1,1,1,3,3,2,2,1,1,1
3,8,2,3,1,5,1,1,1,1,3,2,1,1,A
4,5,1,2,0,7,1,2,4,4,3,1,2,3,O
4,1,1,1,0,1,2,2,3,1,2,2,2,1,E
3,8,1,2,0,7,1,1,2,4,2,2,1,1,1
4,3,1,1,0,1,1,2,2,4,2,2,1,1,M
5,5,0,1,0,1,1,2,4,4,2,2,1,3,M
4,6,1,2,1,4,1,2,3,3,2,1,1,3,4
3,8,2,2,0,2,1,1,3,6,2,4,1,1,K
3,7,2,3,0,6,1,2,3,3,4,2,1,1,S
3,8,2,3,0,6,2,1,1,4,3,1,1,1,O
4,4,1,1,0,1,2,2,3,1,2,4,1,1,K
2,8,2,2,0,2,2,1,1,1,2,2,1,1,C
4,8,2,2,2,4,1,1,1,5,2,2,1,1,E
3,6,1,2,0,7,1,2,3,4,2,2,2,1,1
1,7,1,2,0,2,1,1,3,3,3,2,1,1,2
4,5,1,1,0,8,1,1,2,5,4,3,2,1,H
3,6,1,1,0,8,1,1,3,5,3,2,2,1,P
4,7,1,2,0,7,1,2,3,3,3,2,2,1,2
3,5,1,1,0,1,1,2,5,2,2,2,1,3,V
4,8,2,2,0,2,1,2,2,3,4,4,1,1,3
4,7,1,2,0,7,2,1,1,2,3,2,2,3,B
4,8,2,2,0,2,1,1,1,4,3,2,1,1,2
1,5,1,2,0,2,1,2,3,4,4,3,1,3,H
4,8,2,2,0,1,1,1,4,1,3,3,1,1,Q
3,8,0,3,0,6,1,1,2,1,3,3,1,1,G
4,7,2,2,0,2,1,1,3,4,3,1,1,3,5
4,7,1,1,0,1,1,2,5,1,2,2,1,1,E
2,8,2,2,0,7,2,1,1,1,2,2,1,3,E
4,4,1,1,0,8,2,1,1,6,3,2,2,1,B
3,6,1,1,0,1,1,1,7,1,3,2,1,1,P
4,8,2,2,0,2,1,1,1,6,3,1,1,1,O
4,8,2,2,0,2,1,1,1,6,3,2,1,1,F
3,7,1,1,0,8,1,1,4,1,2,2,2,1,M
3,5,1,1,0,1,2,1,5,6,3,2,1,1,B
4,7,1,1,0,8,1,1,2,3,3,1,2,1,N
4,3,1,2,1,3,1,2,2,3,2,1,1,3,4
3,8,1,2,1,4,2,1,1,6,2,2,1,1,T
5,2,0,2,0,7,2,2,3,3,2,2,2,3,E
3,8,1,1,0,1,2,2,7,1,3,3,1,1,G
3,3,1,1,0,1,1,2,4,6,2,2,2,1,M
4,3,1,1,0,8,1,2,5,3,1,2,2,1,I
3,7,2,1,0,1,1,1,4,4,1,1,1,1,U
4,7,1,1,0,8,2,1,1,4,3,3,2,1,Q
3,8,1,1,0,1,1,1,3,5,2,2,1,1,V
3,5,1,1,0,1,1,1,2,6,3,2,1,1,B
4,4,0,1,0,8,1,2,3,4,3,1,2,3,5
3,4,0,1,0,1,1,2,3,3,1,3,2,3,Z
4,3,1,1,0,8,1,1,2,4,3,2,2,1,B
4,4,1,1,0,1,1,1,4,4,3,3,1,3,G
3,8,2,3,0,6,1,1,1,4,3,2,1,1,2
3,3,1,2,0,7,1,1,3,3,2,2,2,1,V
4,8,1,2,0,2,1,2,2,4,4,2,1,1,S
3,4,1,2,0,7,1,1,3,6,4,2,2,1,S
4,3,1,1,0,8,1,2,3,3,4,2,2,1,Y
3,8,1,3,0,6,1,1,1,3,2,1,1,1,J
3,5,2,2,1,4,1,1,1,6,2,4,1,1,K
4,3,1,1,2,3,2,1,1,2,1,4,2,1,6
4,3,1,1,0,8,2,1,1,5,1,4,1,1,6
3,4,1,1,2,3,1,1,2,6,3,2,2,3,P
4,4,1,2,0,7,1,2,3,1,2,2,2,1,C
4,8,2,2,0,2,2,1,1,2,3,2,1,3,2
4,4,1,1,0,8,1,2,4,6,2,2,2,1,V
3,8,2,3,0,6,1,2,2,2,1,1,2,1,R
3,4,1,1,0,8,1,1,5,6,5,3,2,1,X
4,7,1,2,0,2,1,1,2,1,2,2,1,1,M
4,4,0,1,0,8,1,2,2,2,3,2,2,1,2
4,1,1,1,0,8,1,2,7,1,2,2,2,3,1
4,4,1,2,0,7,2,2,5,1,3,3,2,1,G
3,5,1,2,1,4,1,2,2,3,2,2,2,3,V
4,3,1,1,0,8,1,2,3,3,5,3,2,1,X
3,5,2,3,0,6,1,1,3,1,3,2,2,1,2
3,8,1,2,0,1,1,2,4,1,2,2,1,1,M
3,4,2,2,0,7,2,1,1,6,1,2,2,1,I
3,7,1,2,0,2,1,2,5,2,3,2,1,1,P
4,4,1,1,1,3,1,1,4,6,1,1,1,3,L
4,1,2,2,0,7,1,1,2,3,1,1,2,1,U
4,8,0,2,0,2,1,2,4,5,3,2,1,1,P
4,4,0,1,0,1,1,2,4,6,3,2,1,3,P
3,8,2,3,0,6,1,1,1,5,3,2,1,1,B
4,4,1,1,0,1,1,2,3,5,3,1,1,3,O
4,5,1,2,0,7,1,1,5,2,3,1,2,1,5
2,8,2,2,0,2,1,1,2,3,2,2,1,1,V
4,6,1,2,0,2,1,2,6,4,2,2,1,3,E
4,6,1,2,3,5,1,2,4,4,2,2,1,3,V
4,2,1,1,0,1,1,1,5,2,3,3,1,1,Q
2,8,1,2,1,4,1,1,2,3,2,2,1,1,M
4,8,1,2,0,2,1,1,1,6,2,2,1,1,M
4,5,1,1,0,8,2,1,1,4,3,3,2,1,G
4,8,2,2,0,2,1,1,1,3,2,2,1,1,V
3,6,1,1,0,1,1,1,4,4,2,1,1,1,J
3,8,1,2,2,4,1,1,1,4,2,1,1,1,J
4,4,1,1,1,3,1,1,5,2,4,2,1,3,S
3,8,1,2,1,4,2,1,1,6,2,2,1,1,T
1,8,2,3,0,6,2,1,1,2,2,2,1,1,T
4,8,2,2,2,4,2,1,1,1,2,2,1,1,E
3,8,2,2,0,2,1,2,6,1,2,4,1,1,K
3,7,2,2,0,2,1,1,2,2,3,2,1,1,F
3,4,1,2,0,2,1,2,6,4,4,2,1,1,Y
3,6,1,1,0,1,1,2,2,4,3,2,1,1,A
4,3,1,2,1,3,1,2,2,3,2,1,1,3,4
4,8,1,2,0,7,1,2,1,3,4,3,2,1,H
4,6,1,1,1,3,2,1,1,1,5,3,1,3,X
3,4,1,1,0,1,2,2,1,1,5,3,1,2,X
4,8,2,2,0,2,2,2,3,1,3,3,1,1,G
4,7,1,1,0,1,1,2,4,4,3,1,1,3,O
4,3,1,1,0,8,1,2,5,3,1,2,2,1,I
3,7,1,1,0,1,1,1,5,2,2,2,1,1,M
3,8,1,2,0,2,1,1,4,5,2,2,1,3,M
3,8,2,2,1,4,1,1,2,4,3,2,1,1,P
3,5,1,2,0,2,1,1,3,1,2,1,2,1,4
5,3,1,2,0,2,1,1,2,5,1,1,2,3,L
4,8,2,2,0,2,1,1,3,4,3,3,1,1,Q
3,5,0,1,0,1,1,1,4,6,3,2,1,3,P
2,8,1,2,2,4,2,1,1,6,2,4,1,1,K
4,6,1,2,3,5,1,2,4,4,2,2,1,3,V
4,8,1,2,0,7,1,2,3,3,4,2,2,3,S
3,4,1,2,0,2,2,1,1,1,3,2,2,1,F
4,7,1,1,0,8,1,2,3,1,2,4,1,1,K
4,7,2,2,0,7,2,1,1,2,3,3,2,1,G
3,5,1,2,0,7,1,2,3,3,4,2,2,3,Y
3,8,2,2,0,2,1,2,3,1,4,3,1,1,H
3,4,0,2,2,4,1,1,1,4,3,3,1,1,G
1,8,1,2,0,2,1,2,4,3,2,2,1,3,M
3,7,1,2,0,7,1,2,3,5,3,2,2,1,A
3,1,1,2,0,7,1,1,2,1,4,2,1,1,S
2,7,1,1,0,1,1,1,1,4,2,1,1,1,J
3,6,1,1,0,1,1,1,4,5,3,2,1,1,P
4,8,2,2,1,4,2,1,1,6,3,1,1,1,N
2,6,1,1,0,1,1,1,5,3,2,2,1,1,M
4,8,1,1,0,8,2,1,1,4,5,3,2,1,X
3,8,2,4,0,6,1,1,3,5,2,2,1,1,M
4,8,2,2,0,2,1,1,3,2,2,3,1,1,D
3,8,1,1,0,1,2,2,2,1,5,3,1,1,X
3,6,1,1,1,3,1,2,6,3,2,2,1,3,M
5,4,1,3,0,6,1,2,3,4,1,1,2,3,U
4,6,1,1,0,8,1,1,1,4,2,1,2,1,4
4,4,1,1,0,1,1,2,3,5,3,1,1,3,O
4,4,1,1,0,8,2,2,3,3,3,3,2,3,Q
3,7,1,2,0,7,1,1,3,1,3,2,2,1,P
4,7,2,2,0,2,1,1,3,4,3,1,1,3,5
3,6,1,1,0,1,2,2,3,4,3,1,1,1,O
4,7,1,1,0,1,1,2,5,1,2,2,1,1,E
4,8,1,1,0,1,2,2,3,4,2,2,1,1,1
4,8,1,2,0,7,1,1,1,5,2,2,2,1,1
4,5,1,1,0,1,2,1,1,1,1,1,1,1,U
4,4,1,1,0,1,1,2,3,4,2,2,1,3,V
3,4,1,1,0,8,1,1,2,3,3,1,2,1,O
4,7,1,2,0,7,2,1,1,5,3,2,1,3,B
4,3,1,2,0,2,1,2,3,4,3,1,1,3,N
3,8,1,2,2,4,1,1,3,3,2,2,1,1,M
3,7,1,2,0,7,1,1,2,1,2,2,2,1,1
2,8,2,2,0,2,2,1,1,1,2,2,1,1,C
5,3,0,1,0,1,1,1,3,3,3,1,1,3,N
3,8,1,2,0,2,1,1,3,6,4,2,1,1,S
4,1,0,1,2,3,1,1,1,4,3,3,2,3,G
4,7,2,1,0,8,1,1,4,4,3,1,1,2,O
3,8,1,4,1,5,2,1,2,1,3,1,1,1,O
4,5,1,1,0,1,1,2,1,4,2,2,2,3,1
4,3,1,1,0,8,1,1,2,4,3,2,2,1,B
4,4,1,1,0,8,1,1,2,2,3,1,2,1,O
4,2,1,2,0,7,1,1,2,3,2,2,2,1,C
3,8,2,2,2,4,1,1,2,1,3,2,1,1,A
2,8,1,2,0,7,1,2,3,1,2,2,2,1,M
4,5,1,1,0,8,2,1,1,3,1,3,2,1,Z
4,3,1,1,0,8,1,1,5,1,4,2,2,1,S
4,8,2,3,0,6,1,1,1,5,4,4,1,1,3
5,4,1,3,0,6,1,2,3,4,1,1,2,3,U
4,8,1,2,2,4,1,2,3,4,2,2,1,1,M
4,8,2,3,0,7,1,1,1,6,3,1,1,1,5
3,4,1,2,0,7,1,2,3,1,2,2,2,1,V
4,4,1,2,0,7,2,2,2,1,3,3,2,1,Q
3,8,1,3,0,6,1,1,1,3,2,1,1,1,J
4,4,1,2,0,7,1,1,1,3,3,2,2,1,F
3,7,2,2,0,7,1,1,1,5,3,3,2,1,G
3,2,0,1,1,3,1,2,6,4,3,2,2,3,P
4,4,1,1,0,8,1,2,3,5,2,2,2,3,M
3,6,2,4,1,5,1,2,6,4,4,3,1,3,H
3,3,1,2,0,2,1,1,2,3,3,2,2,1,A
5,5,0,2,0,2,1,1,4,1,2,2,1,1,M
5,6,0,2,0,2,1,2,4,2,2,2,1,1,M
4,7,2,2,0,7,2,1,1,1,5,3,1,3,X
4,4,1,1,0,8,2,1,1,6,3,2,2,1,B
4,4,1,1,0,8,1,2,3,5,4,3,2,3,H
4,7,2,2,3,5,2,1,2,1,2,2,1,1,T
4,1,1,1,0,1,1,1,2,4,3,2,2,1,2
4,4,1,1,0,8,1,1,2,5,3,2,2,1,2
1,8,2,2,0,2,2,1,1,5,2,3,1,1,D
4,5,1,2,0,7,1,2,3,1,3,1,2,1,O
4,4,2,1,0,1,1,2,4,4,2,2,1,1,C
4,6,1,2,0,7,1,1,2,1,2,2,2,1,1
4,7,1,2,0,7,2,1,2,6,1,2,2,1,I
4,5,1,1,1,3,1,2,2,6,1,1,1,3,R
4,5,1,3,2,5,1,2,2,3,2,1,2,3,4
3,6,1,1,0,8,1,1,3,6,4,4,2,1,3
4,4,1,2,2,4,1,1,4,1,3,2,1,3,2
3,5,1,1,0,1,1,1,5,2,2,2,1,1,V
3,7,1,1,3,3,1,1,2,2,4,2,1,1,Y
3,7,2,2,0,7,1,2,4,1,3,2,1,1,A
3,7,1,2,0,7,1,1,5,2,2,2,2,1,V
4,5,2,2,0,2,1,2,5,2,3,2,1,3,P
1,8,1,2,0,7,1,1,2,3,3,2,2,1,2
5,6,2,4,0,6,1,2,3,4,2,4,1,1,K
4,7,2,3,0,6,1,1,2,3,3,3,1,1,G
1,3,1,1,0,8,1,1,2,3,3,2,2,1,A
4,6,1,1,0,1,1,2,5,3,4,2,1,1,S
1,7,1,2,0,7,1,1,2,3,2,4,2,1,K
4,2,1,1,0,1,1,1,1,5,3,2,2,1,B
3,8,2,3,0,6,2,1,3,1,1,1,1,1,U
4,8,2,2,1,4,1,2,3,6,2,4,1,3,K
4,8,2,2,2,4,1,1,2,2,2,1,1,1,4
1,8,2,2,3,5,1,1,2,4,2,2,1,1,M
2,1,2,2,0,7,2,1,1,1,3,1,2,1,O
1,7,1,2,0,2,1,1,3,3,3,2,1,1,2
3,7,1,1,2,3,1,1,1,4,5,3,1,1,X
3,4,1,1,0,1,1,1,4,6,3,2,1,1,P
4,2,1,1,0,8,2,1,1,1,3,3,2,1,Q
4,8,2,2,2,4,2,1,1,5,5,5,1,1,W
4,8,2,2,0,7,1,2,7,1,2,2,1,1,M
3,5,2,2,0,7,1,1,1,2,1,1,2,1,L
3,8,2,2,1,4,1,1,3,4,3,2,1,1,A
3,4,1,1,0,1,1,1,6,1,3,2,1,1,P
3,8,1,2,2,4,1,2,2,1,3,2,1,1,2
4,8,0,2,0,2,1,2,4,5,3,2,1,1,P
3,3,1,2,0,7,1,1,3,3,2,2,2,1,V
4,4,1,1,0,1,1,2,6,3,2,1,1,3,4
3,5,1,2,0,7,1,1,2,2,1,2,2,1,I
4,7,0,1,0,8,1,2,5,1,2,2,2,1,E
3,6,1,2,2,3,1,1,1,6,3,2,1,1,A
5,3,0,1,0,1,1,2,4,4,3,1,2,3,N
4,4,2,2,0,7,1,1,2,4,1,1,2,1,L
5,3,0,1,0,1,1,2,4,4,3,1,2,3,N
4,1,0,1,0,1,1,2,2,5,4,3,2,1,H
4,5,1,2,0,7,1,2,4,4,3,1,2,3,O
4,4,1,1,0,1,1,1,4,4,3,3,1,3,G
3,8,2,2,0,7,1,1,2,1,3,2,2,1,2
4,1,1,2,0,7,1,1,2,3,2,2,2,1,V
3,8,1,2,0,7,1,1,1,4,5,3,2,1,X
5,8,1,3,1,5,1,2,3,2,3,2,1,1,P
3,6,1,2,0,1,1,2,4,1,2,2,2,3,M
4,6,1,3,0,6,1,1,4,5,2,2,2,3,M
4,3,2,2,0,2,2,2,5,1,2,3,1,3,D
3,8,2,3,0,6,1,1,2,5,3,2,1,1,P
3,2,2,2,0,2,1,1,1,4,2,2,2,1,1
3,4,1,1,3,3,1,1,2,4,1,1,2,3,R
4,7,2,2,0,7,2,1,2,1,3,2,2,1,2
3,8,2,3,1,5,1,1,1,5,3,1,1,1,5
4,8,1,2,0,2,1,1,4,4,3,2,1,1,P
4,4,1,1,0,1,2,2,2,5,3,3,1,3,Q
4,7,1,1,0,8,2,1,3,1,2,2,2,1,C
3,5,1,2,2,3,1,2,4,3,2,1,1,3,4
1,2,2,2,0,2,2,1,4,5,3,2,2,1,2
4,8,1,2,0,7,1,2,2,5,2,2,1,1,M
3,5,1,1,0,1,1,2,3,4,3,1,1,1,O
3,7,1,2,0,2,1,2,4,1,3,2,1,1,A
4,4,1,2,0,7,1,1,1,4,3,1,2,1,N
4,8,2,2,0,7,1,1,3,4,3,1,1,3,5
4,8,2,2,0,2,1,1,3,4,3,3,1,1,Q
3,7,1,2,0,2,2,2,4,1,3,1,1,3,O
4,5,1,1,0,1,1,1,5,3,1,1,1,1,R
4,8,1,2,1,4,2,2,2,3,3,3,1,3,Q
4,2,1,2,0,7,1,1,2,1,2,2,2,1,T
3,4,2,2,0,7,2,1,1,6,1,2,2,1,I
3,8,2,4,0,6,1,1,2,4,3,2,1,1,P
1,8,2,2,0,2,2,1,1,5,2,3,1,1,D
3,5,0,1,0,1,1,1,7,2,3,2,1,1,2
3,8,2,2,0,7,1,2,4,1,2,4,1,1,K
2,8,2,2,2,4,1,1,1,5,2,4,1,1,K
4,6,1,3,1,5,2,1,1,1,3,3,1,1,Q
4,7,1,2,0,2,1,1,5,2,3,1,1,3,O
4,5,1,1,0,8,1,2,5,2,1,2,1,1,I
4,6,1,2,0,1,2,1,1,2,3,2,1,1,B
3,8,2,2,0,2,2,1,1,6,3,1,1,1,O
5,3,1,2,0,2,1,2,4,1,2,2,1,3,M
4,7,1,1,0,1,1,1,2,3,1,2,1,3,I
4,3,1,1,0,1,1,1,2,5,3,2,1,3,P
4,4,1,2,0,7,1,1,1,5,3,2,2,1,B
4,7,2,2,0,2,1,1,3,4,3,2,1,1,2
4,8,2,2,0,7,1,1,1,4,3,2,1,1,2
3,8,1,2,1,4,1,1,3,2,3,2,1,1,P
4,8,2,2,1,4,1,1,1,6,2,2,1,1,V
3,7,2,2,1,4,1,1,2,6,2,2,1,1,M
2,8,2,2,0,2,1,2,2,2,3,2,1,1,P
3,6,1,2,0,2,1,1,2,4,2,2,1,1,1
4,7,1,2,0,2,2,1,1,3,2,2,1,3,T
4,3,1,1,1,3,1,2,4,5,3,1,2,1,5
3,3,1,1,0,1,1,1,4,4,3,2,1,3,2
3,8,2,3,0,6,1,1,1,1,3,3,1,1,Q
4,8,2,2,0,2,1,1,4,1,3,2,1,1,P
3,5,1,1,0,8,1,2,1,4,4,2,2,3,Y
3,6,2,4,1,5,1,2,6,4,4,3,1,3,H
4,2,0,1,0,8,1,2,4,1,3,2,2,1,B
4,7,1,2,0,7,1,1,2,4,3,2,2,1,2
4,4,1,2,0,7,1,1,1,3,3,2,2,1,F
4,8,2,2,0,2,2,2,3,1,2,4,1,1,K
3,7,1,2,0,2,1,2,4,1,3,2,1,1,A
3,4,1,2,0,7,1,1,3,5,4,2,2,1,S
3,5,2,3,0,6,1,1,3,1,3,2,2,1,2
4,6,1,3,0,6,1,1,4,5,2,2,2,3,M
3,8,2,3,1,5,1,1,1,5,3,1,1,1,5
3,8,1,2,0,7,1,1,1,6,4,3,1,1,H
4,3,1,1,0,8,1,2,5,3,3,2,2,3,P
3,8,2,2,0,2,1,2,3,1,4,3,1,1,H
3,5,2,2,0,7,1,1,1,1,4,2,2,1,Y
4,8,1,3,0,6,1,1,2,6,2,1,1,1,4
4,7,2,2,0,7,1,1,2,1,3,2,2,1,B
1,8,1,2,1,4,1,2,1,2,2,2,1,1,M
4,8,1,2,2,4,1,2,3,4,2,2,1,1,M
4,4,1,3,0,6,1,1,1,2,1,1,2,1,U
4,5,1,1,0,8,1,1,3,3,2,2,2,1,1
4,4,1,1,0,8,1,1,1,5,3,1,2,1,O
4,5,1,1,2,3,1,1,5,4,3,2,1,3,B
4,3,1,2,0,2,1,2,3,4,3,1,1,3,N
3,8,2,2,0,2,2,1,1,1,3,1,1,1,O
4,8,1,4,0,6,1,1,1,6,3,1,1,3,O
4,5,1,1,0,8,1,1,1,4,1,2,2,1,I
4,5,2,2,0,7,1,1,1,5,1,1,2,1,L
5,8,1,2,0,7,2,2,2,1,3,1,2,1,O
4,8,2,2,0,7,1,1,1,2,2,1,2,1,J
3,7,1,2,2,4,2,1,1,4,2,2,1,1,T
4,5,1,1,1,3,1,2,3,3,3,1,1,3,N
4,6,2,2,0,7,1,1,2,3,1,1,2,1,R
4,7,1,1,4,3,2,2,5,3,2,4,1,3,K
4,7,1,2,0,2,2,1,1,3,2,2,1,3,T
3,8,1,2,2,4,1,1,1,4,2,1,1,1,J
3,4,1,2,0,2,1,2,4,1,4,2,1,3,Y
